Età;Genere
51;F
60;M
65;M
55;F
75;F
60;F
59;F
55;F
45;M
64;F
65;M
95;F
53;M
79;F
51;F
69;F
63;M
50;F
40;M
68;F
56;M
46;F
55;F
60;F
61;M
57;F
47;F
66;F
57;F
56;F
76;F
58;F
73;F
62;F
50;F
64;M
64;F
72;F
59;F
54;F
63;F
52;F
75;F
75;F
74;F
58;F
55;F
54;F
56;F
67;F
55;F
65;M
48;F
61;F
53;F
55;F
70;F
60;M
55;F
72;M
58;M
47;M
59;F
60;F
51;F
68;F
57;F
54;F
66;F
56;F
61;F
68;M
67;M
67;F
56;M
53;F
53;F
48;F
52;F
56;M
61;F
46;F
59;F
61;F
69;F
59;M
63;F
59;F
59;F
55;M
60;F
70;F
48;F
74;F
46;F
45;M
49;M
50;F
63;F
50;F
56;F
65;F
56;F
60;F
62;F
64;M
57;M
68;M
69;F
51;F
60;F
60;F
53;M
47;F
58;M
60;F
71;F
68;F
63;F
53;F
48;F
76;F
70;F
59;F
63;M
70;F
59;F
58;M
59;F
58;F
59;F
60;F
69;M
62;M
65;F
72;M
55;F
67;F
65;F
53;M
59;F
53;F
50;M
63;F
65;F
60;F
47;F
69;F
62;M
60;F
71;F
55;F
59;F
53;F
60;F
54;M
57;M
63;F
53;F
65;F
61;F
47;F
65;M
50;F
54;F
57;F
71;F
50;F
59;F
68;F
56;F
58;M
55;M
52;F
64;F
53;F
62;F
59;F
55;F
70;F
53;F
52;F
52;F
60;M
62;M
59;F
59;M
75;F
60;M
59;F
71;F
64;F
55;F
65;F
49;F
59;F
59;F
50;M
55;M
62;F
52;F
59;F
59;F
64;F
58;F
41;F
60;M
68;F
68;M
50;M
57;F
49;F
70;M
61;F
66;F
61;M
58;F
51;F
58;F
61;F
61;M
67;F
58;F
56;F
57;F
63;F
70;M
60;F
56;F
65;F
55;M
74;F
50;F
70;F
60;F
61;F
57;F
53;F
52;F
61;F
55;F
56;M
60;F
70;F
54;M
65;F
60;F
63;M
69;F
53;F
52;F
52;F
54;M
43;F
50;F
62;M
64;F
64;F
64;F
64;F
68;F
61;F
69;M
57;F
63;F
62;F
56;F
64;F
71;F
58;F
71;F
61;F
72;F
53;F
67;F
73;F
47;M
50;F
53;F
64;M
62;F
63;F
60;M
58;M
73;F
56;F
79;F
58;F
68;M
53;F
52;F
55;F
61;F
57;F
54;M
56;F
64;F
56;M
57;F
62;F
57;F
66;M
75;F
65;F
46;F
59;M
57;F
64;F
57;F
54;F
57;F
64;M
56;F
65;M
66;F
46;F
52;M
70;F
67;F
69;F
60;F
53;M
58;M
56;F
54;F
65;F
57;F
56;F
63;M
58;F
48;F
65;M
60;F
52;F
60;F
61;F
55;M
57;F
54;F
47;F
51;F
53;M
57;F
59;F
50;F
55;F
64;F
61;F
74;F
53;M
58;F
54;F
56;F
55;F
49;F
59;F
56;F
64;M
61;M
59;F
51;F
67;M
62;F
55;M
69;F
53;F
65;F
51;F
62;F
54;F
63;F
70;F
57;F
58;F
57;F
49;M
57;M
53;M
65;M
62;F
61;F
63;F
59;M
66;F
59;F
51;F
64;F
64;F
65;F
57;F
56;F
65;F
61;M
60;M
55;F
57;F
51;M
57;M
63;F
53;F
54;F
57;M
65;F
55;M
58;F
61;F
48;M
62;F
66;F
52;F
56;F
61;F
55;F
55;F
73;M
67;M
44;F
60;M
73;F
67;M
60;F
66;F
55;M
67;F
61;F
60;M
59;F
58;F
69;M
63;F
58;F
67;F
60;F
57;F
57;F
60;M
52;M
48;F
60;F
62;F
67;F
60;M
58;F
64;F
64;F
55;F
68;F
75;F
56;F
77;F
61;M
61;M
67;F
57;F
65;F
77;F
56;F
56;F
56;M
52;F
61;F
63;F
64;F
63;F
68;F
50;M
57;F
57;F
51;F
52;M
64;F
57;F
64;F
66;F
45;F
59;F
55;M
52;F
52;M
57;F
61;F
63;F
60;F
52;F
55;F
55;M
66;F
69;F
64;M
73;M
67;M
46;F
74;F
50;M
53;F
68;F
62;F
56;F
69;F
63;F
62;M
60;F
58;F
59;M
46;F
55;F
64;F
60;M
60;M
67;M
51;F
71;F
60;F
54;M
59;F
62;F
66;M
54;F
52;F
57;F
63;F
57;M
60;F
68;M
49;M
65;F
57;F
64;F
64;F
56;F
70;F
69;M
55;F
47;F
59;F
58;M
72;F
59;F
49;F
48;F
64;F
62;F
61;F
59;F
59;F
59;F
63;F
57;F
60;F
65;F
72;F
61;M
65;F
60;F
52;F
54;F
66;F
58;F
58;M
51;M
49;F
52;F
61;F
55;F
59;M
70;F
56;M
50;F
66;F
67;M
58;F
54;F
58;M
53;F
51;F
60;F
57;M
60;M
70;F
66;F
70;F
62;F
52;F
57;M
58;M
63;F
61;F
54;F
52;F
58;F
56;F
71;F
51;F
65;F
71;F
65;F
53;M
69;F
51;F
57;F
58;M
58;F
64;F
65;F
52;F
71;F
61;F
63;F
52;M
59;F
56;M
52;F
47;F
68;F
60;M
59;M
60;F
70;M
54;F
45;F
69;F
62;F
66;F
65;F
65;F
67;F
62;F
66;F
61;M
59;F
53;F
54;M
56;M
48;M
59;F
62;F
40;F
56;F
61;F
59;F
50;M
60;F
58;F
66;F
58;F
63;F
65;F
62;M
51;M
60;F
67;M
57;M
57;F
71;F
56;F
53;M
65;M
62;F
72;F
47;F
56;F
63;F
61;F
61;F
53;M
66;F
53;M
63;F
66;M
61;F
64;F
62;M
58;F
56;M
72;F
56;F
61;F
76;M
62;F
68;F
63;F
55;F
59;F
69;M
52;M
59;M
52;F
64;F
56;F
61;F
64;F
73;M
69;M
61;F
47;M
64;F
56;F
62;F
53;F
40;F
53;F
62;F
55;F
62;F
64;F
59;F
74;F
47;F
50;F
57;F
62;F
57;F
64;F
72;M
66;F
50;F
66;F
70;M
60;M
59;F
50;M
50;F
48;F
61;F
64;M
62;F
64;M
56;F
52;F
55;F
51;M
64;M
71;F
54;F
62;F
75;F
54;F
64;F
54;F
73;F
55;M
51;M
59;F
68;M
72;F
76;F
56;M
66;F
53;F
62;F
51;F
61;M
64;F
63;F
48;F
61;M
62;F
52;F
59;M
68;F
54;M
58;F
63;F
57;F
66;F
58;M
60;M
80;M
55;F
65;M
61;F
63;M
56;F
62;F
60;F
64;M
64;F
51;M
53;F
66;F
62;F
57;F
70;F
67;F
72;F
59;F
69;F
48;F
47;M
69;F
54;F
52;F
61;F
58;F
72;F
59;M
53;F
61;F
62;F
51;M
58;F
48;F
62;M
50;F
56;M
62;M
48;F
44;M
70;F
62;F
61;F
67;F
71;F
49;F
66;F
48;F
64;F
59;F
55;M
60;F
64;F
60;F
44;F
62;F
65;M
50;F
72;F
51;F
70;F
59;F
70;F
53;F
68;F
70;F
60;F
67;F
67;F
58;F
57;M
77;F
56;F
58;M
54;F
69;F
64;F
48;F
58;F
67;F
58;F
67;F
74;M
65;F
49;F
51;M
64;F
64;M
55;F
66;F
53;F
59;F
56;F
54;F
62;F
61;F
55;F
51;F
51;F
71;F
58;F
68;F
62;F
61;F
54;F
55;F
51;M
59;M
61;F
53;M
68;F
62;F
54;F
44;F
56;M
48;M
47;F
65;M
60;M
61;F
45;M
57;F
54;F
50;F
75;F
61;F
56;F
61;F
63;M
65;M
70;F
60;M
54;M
66;F
58;F
52;M
58;F
55;F
56;F
66;M
47;F
67;F
59;F
41;M
49;M
63;F
67;F
61;F
62;M
51;M
68;F
60;F
62;F
59;F
56;F
70;F
53;F
69;F
57;F
62;F
56;F
56;F
66;F
65;M
72;M
61;F
65;F
53;F
53;M
55;M
59;M
57;F
67;F
62;F
55;F
70;F
54;F
53;M
61;F
71;F
69;F
66;F
72;F
48;F
61;M
71;F
62;M
52;M
57;F
59;F
56;F
58;F
58;F
60;M
60;M
66;M
59;F
58;F
62;M
57;F
64;F
68;F
62;F
52;F
44;M
59;F
60;F
55;F
60;F
62;F
65;F
53;F
55;F
57;F
55;F
61;M
49;F
57;F
53;F
66;F
63;F
56;M
50;F
46;F
45;F
66;M
57;F
69;M
60;F
59;M
64;F
52;F
51;M
58;M
63;F
70;M
60;M
65;F
49;F
54;F
66;F
67;F
53;F
57;F
61;F
54;F
47;M
71;M
65;F
71;F
60;M
71;F
51;F
61;M
65;M
44;F
64;M
58;M
62;M
72;M
56;F
54;F
55;M
47;F
56;F
58;F
63;F
54;F
48;F
64;M
73;F
61;F
59;F
63;F
62;M
69;F
64;F
55;F
49;M
62;F
57;F
61;F
68;M
54;F
52;M
55;M
57;F
66;F
59;F
58;M
58;M
58;M
61;F
65;M
51;F
75;F
55;F
56;F
42;M
56;F
41;F
56;F
68;M
57;M
58;F
61;F
70;F
66;F
55;M
62;M
77;F
57;M
59;M
54;M
59;F
50;F
65;F
61;F
62;F
56;M
60;F
59;F
62;M
58;F
69;M
45;M
62;F
66;F
56;F
45;F
63;M
56;F
65;F
53;F
72;M
63;M
66;F
71;F
59;M
62;F
59;F
68;M
58;F
56;M
51;F
64;M
68;F
54;F
47;F
58;F
54;F
71;M
53;F
59;M
66;F
51;M
50;F
62;F
59;F
47;F
51;F
50;F
66;F
64;M
61;F
53;F
62;F
46;M
68;F
50;F
57;M
39;M
66;M
68;F
61;F
60;F
67;F
59;F
58;F
41;M
74;F
65;F
67;F
51;M
56;M
59;F
52;F
60;F
57;M
57;F
61;F
46;F
59;F
58;M
48;M
66;F
69;F
56;F
64;F
53;F
68;M
58;M
48;F
60;F
60;M
71;F
60;F
42;F
62;F
64;F
54;F
55;M
56;F
64;F
53;M
51;F
65;M
66;F
49;F
72;F
47;F
62;F
56;F
64;F
63;F
61;F
49;M
66;F
70;F
57;F
74;M
48;M
64;F
55;F
51;F
60;F
56;F
64;M
63;F
62;F
59;F
59;F
52;F
59;F
51;F
51;F
71;M
66;F
60;M
65;M
55;F
64;F
70;F
59;F
72;F
51;F
67;M
61;F
63;F
60;F
49;M
58;F
63;F
50;F
66;F
61;F
62;F
52;F
55;F
74;M
53;M
70;M
63;M
65;F
66;F
61;M
68;F
49;F
65;M
63;M
58;F
61;F
57;M
50;M
64;F
61;F
58;F
66;F
63;F
68;F
61;M
57;F
48;F
70;F
68;M
57;F
65;F
54;M
58;F
48;M
54;M
65;F
64;F
41;F
57;F
56;M
57;F
62;F
46;F
58;F
41;F
47;M
76;F
66;F
59;F
49;F
57;F
49;F
67;F
65;M
74;M
61;M
59;F
67;M
64;F
55;M
69;M
66;F
67;F
58;F
59;F
65;F
44;F
55;F
49;M
56;F
62;F
63;M
62;F
64;M
49;F
58;F
60;M
50;F
60;M
44;F
59;F
64;F
64;F
79;F
55;F
54;M
59;M
60;F
67;F
63;F
61;F
57;F
58;M
58;F
57;F
75;F
65;F
52;F
74;F
49;F
73;M
65;F
59;F
60;F
63;F
67;F
53;F
57;M
52;F
44;F
64;F
61;M
53;F
64;F
55;F
62;F
67;M
55;F
60;F
64;F
60;F
56;F
58;F
56;F
63;F
59;F
60;M
56;F
57;F
61;F
69;F
45;M
70;F
57;F
64;F
63;M
60;F
46;F
61;F
68;F
75;M
47;F
55;F
48;F
63;F
55;M
54;M
54;F
59;F
60;M
55;F
62;F
58;F
74;F
46;F
64;F
70;F
56;F
56;M
66;M
61;M
55;F
60;F
53;F
67;F
71;F
51;F
55;F
61;F
63;F
74;M
63;F
57;M
71;F
51;F
70;F
58;F
59;F
56;F
57;F
65;F
59;M
61;M
60;M
57;F
49;F
55;F
51;M
62;M
60;M
66;F
68;F
68;F
51;M
62;M
59;F
61;F
57;F
56;F
65;F
66;F
57;M
66;F
57;F
59;M
51;M
39;F
53;F
65;M
74;M
61;F
61;F
56;F
55;F
68;F
59;F
61;F
49;F
57;M
56;F
67;F
54;M
69;F
71;F
51;F
59;M
51;F
55;F
69;F
63;M
72;M
57;F
55;F
60;F
47;F
64;M
58;F
55;F
62;F
73;F
63;M
67;F
59;F
63;F
68;M
65;F
50;M
48;F
50;F
46;F
62;M
63;F
64;M
59;F
48;F
54;M
59;F
65;F
59;M
73;F
53;F
51;M
49;M
49;F
69;F
65;F
64;F
56;F
63;F
60;F
72;F
60;F
50;M
59;F
76;M
72;F
73;M
58;F
59;M
63;M
55;M
58;F
64;F
60;M
58;M
65;F
60;F
75;F
52;M
47;F
72;M
63;F
55;F
71;F
59;F
59;F
64;M
68;F
56;F
53;F
46;F
54;F
55;F
69;M
78;F
53;F
54;F
58;M
73;M
53;F
64;F
54;F
56;F
58;F
58;F
54;F
59;F
58;M
62;F
53;F
58;F
49;M
67;F
82;F
56;F
54;F
57;F
63;M
62;F
63;F
51;F
66;F
74;F
64;F
58;M
45;F
66;F
54;F
57;F
61;M
54;F
56;F
47;F
56;M
63;M
70;F
57;F
57;F
60;F
64;M
61;F
52;F
68;F
68;F
63;F
58;F
71;F
62;M
51;M
58;F
72;F
71;F
55;M
51;F
59;F
54;M
53;F
60;F
67;F
44;F
57;F
70;M
58;F
53;M
59;F
60;F
49;F
50;F
57;F
53;F
61;M
63;F
53;F
63;F
63;M
54;F
53;F
61;M
55;F
68;F
51;M
64;F
66;F
68;F
67;F
73;F
50;F
54;F
54;F
57;F
70;F
51;M
59;F
73;F
60;F
50;F
75;M
61;F
69;M
58;F
57;F
57;F
62;F
62;F
53;F
58;F
50;M
72;M
61;F
60;F
58;F
60;F
57;F
61;M
59;F
71;F
54;F
48;F
55;F
52;M
58;M
57;F
60;F
47;F
75;F
62;M
60;M
67;M
66;F
54;F
52;F
52;F
58;F
57;F
60;F
61;F
60;F
58;F
63;M
57;F
68;F
48;F
55;F
74;F
59;F
50;M
71;M
71;F
49;F
66;F
74;F
63;M
57;F
63;F
69;F
45;F
62;F
60;M
44;F
52;F
67;F
61;F
66;F
49;F
58;M
65;F
76;M
58;F
52;F
65;M
56;F
64;F
70;F
66;F
61;M
51;F
67;F
70;F
57;F
58;F
57;M
63;F
59;F
58;F
63;F
67;F
58;F
60;F
60;M
73;F
55;F
68;M
65;F
57;F
54;F
54;M
51;M
55;M
65;F
62;F
68;M
60;F
73;F
51;F
68;M
64;F
52;F
57;F
55;M
47;M
57;F
59;F
48;F
58;F
62;M
67;F
67;F
68;F
60;F
76;M
62;F
59;F
69;F
67;F
49;F
55;F
59;F
63;M
52;M
58;F
57;F
55;F
66;M
54;F
55;F
62;F
72;F
54;M
69;F
56;M
58;F
63;F
66;F
59;F
53;F
49;F
50;M
66;M
63;F
70;M
55;F
55;F
64;F
62;F
63;F
66;F
63;F
64;F
60;F
58;F
64;F
60;F
53;F
63;F
59;F
52;F
49;F
55;F
58;F
63;M
65;F
59;M
65;F
61;F
62;F
53;F
53;F
58;F
55;M
49;F
66;F
68;F
61;F
60;F
72;F
55;M
62;F
54;M
65;F
75;M
64;F
40;F
61;M
57;F
50;F
49;M
57;M
66;F
58;F
56;F
56;M
65;F
58;F
56;F
64;F
64;F
68;M
53;F
60;M
60;F
70;F
62;F
51;F
69;F
61;F
52;F
75;F
73;F
58;F
49;F
64;F
54;F
82;F
45;M
53;F
52;M
54;F
60;F
68;M
52;F
65;F
48;M
64;M
57;F
48;F
51;M
64;F
63;M
63;F
52;F
54;F
49;M
62;M
60;F
65;F
67;F
55;F
62;F
52;F
60;F
55;F
54;M
55;F
75;F
54;F
55;F
58;F
64;M
55;F
58;F
66;F
58;F
72;F
56;F
54;F
62;F
54;M
60;F
46;M
64;F
53;F
57;F
71;F
64;F
59;F
59;F
60;F
50;F
59;F
56;F
64;M
61;M
55;F
64;F
62;M
47;F
59;M
61;F
65;F
69;F
70;F
46;M
65;M
63;F
63;F
72;M
77;F
51;F
61;F
62;F
63;F
57;M
61;F
55;F
69;M
61;M
59;F
58;M
58;M
59;F
58;M
60;F
67;F
51;M
68;F
69;M
70;F
69;F
67;F
59;F
59;F
50;F
56;F
60;M
67;F
80;F
68;F
47;F
60;F
51;F
61;F
55;F
75;F
54;F
62;F
54;F
63;F
58;F
56;F
52;F
57;F
58;F
51;F
57;F
52;M
56;M
48;M
51;M
59;F
67;M
67;F
64;F
52;F
58;F
50;F
65;F
46;F
60;F
63;F
59;F
57;M
57;F
55;F
62;F
60;F
48;F
54;F
56;F
62;F
66;F
51;M
72;F
61;M
52;F
57;F
59;F
50;F
56;F
71;F
60;M
64;M
48;M
53;F
60;F
61;F
57;F
59;F
57;M
52;F
63;F
54;M
56;F
58;F
65;F
51;F
68;M
52;F
52;F
56;M
65;F
56;F
71;F
58;F
60;F
59;M
72;F
64;F
59;M
58;M
61;F
60;F
57;F
50;F
65;F
61;F
67;F
59;F
53;F
63;M
53;M
61;F
63;F
57;F
57;F
52;F
60;F
70;F
52;M
62;M
61;F
64;M
55;F
49;F
73;F
57;F
73;F
50;F
57;F
46;F
58;F
59;M
49;F
57;F
57;F
64;F
60;M
50;F
57;F
54;F
59;F
56;F
54;F
55;F
54;F
54;F
60;F
52;M
60;M
58;F
61;F
64;F
66;F
71;F
60;F
55;F
59;F
55;F
56;M
55;M
67;F
70;F
55;F
58;F
59;F
69;F
60;F
55;F
58;F
53;F
50;F
59;F
65;F
60;F
48;M
63;F
60;F
63;F
50;M
50;M
71;M
65;M
65;F
48;M
68;M
57;F
54;F
63;F
62;M
48;M
56;M
47;M
58;F
53;F
51;F
62;F
73;F
56;F
55;F
72;F
56;F
54;F
60;F
60;F
53;M
47;F
55;M
51;M
59;F
59;F
68;F
56;F
72;F
76;F
55;F
63;M
68;F
58;M
46;F
62;F
67;F
62;F
59;F
62;F
59;F
51;F
59;M
59;M
61;M
50;F
59;M
61;F
52;F
41;M
41;F
48;F
49;F
59;F
49;F
54;F
67;M
57;F
51;M
49;F
52;F
58;F
64;F
58;M
62;F
51;F
54;F
58;M
49;F
66;F
55;F
62;F
61;F
49;F
72;M
54;F
61;F
61;F
55;M
43;F
58;M
57;F
61;F
51;F
57;M
59;F
65;M
56;F
58;F
69;F
66;F
59;F
65;F
52;M
56;F
55;F
46;F
67;M
57;F
58;M
64;F
54;F
71;F
72;F
54;F
52;F
72;F
62;M
58;F
67;F
59;F
55;F
55;F
56;F
64;F
61;F
57;F
57;F
61;F
69;F
72;F
63;F
54;F
48;M
53;F
51;F
50;M
68;F
60;F
53;F
42;F
66;F
65;F
52;F
48;F
65;F
54;F
66;F
65;F
65;F
49;F
46;F
60;F
67;M
41;F
54;F
59;F
52;F
74;M
57;F
62;M
63;F
49;F
64;F
61;F
66;M
53;F
46;F
59;F
54;F
53;M
56;F
57;F
65;F
70;M
48;M
52;F
63;F
65;M
59;F
62;M
65;F
64;M
64;F
60;F
64;F
61;F
66;F
61;M
60;F
67;F
58;F
57;F
58;F
68;F
57;F
55;F
53;F
43;M
60;M
57;F
56;F
50;F
61;M
64;M
58;F
73;F
48;F
71;F
70;M
54;F
58;M
76;M
69;F
60;F
68;F
63;F
65;M
54;F
59;F
56;F
57;F
48;M
59;F
68;F
70;F
62;F
63;F
58;M
59;F
53;F
46;F
66;M
49;M
63;F
67;F
63;F
59;F
56;F
52;M
49;F
67;F
57;F
78;M
64;F
61;M
63;F
56;F
68;M
64;M
63;F
66;M
66;F
53;M
48;F
58;M
52;M
46;F
56;F
50;F
55;F
63;F
49;F
72;M
59;F
58;F
61;F
69;F
62;F
62;M
56;F
49;M
56;F
71;M
65;F
59;F
61;F
59;F
55;M
66;F
77;F
60;F
56;M
60;M
66;F
61;M
53;F
56;F
66;M
60;F
68;F
53;F
63;M
43;F
61;F
77;F
55;F
50;F
58;F
66;F
63;F
56;F
60;F
69;F
68;F
57;F
69;F
44;F
54;F
61;F
62;F
76;F
57;F
57;F
70;F
52;F
51;F
68;F
63;M
64;F
63;F
63;F
62;M
48;F
59;F
64;F
65;F
63;M
61;F
63;M
49;F
61;F
57;F
58;M
65;F
52;F
69;M
61;F
60;F
57;F
55;F
59;F
55;F
62;F
58;F
57;M
71;M
54;F
58;F
43;F
63;F
54;M
46;M
59;F
62;F
48;F
56;F
55;M
61;F
39;M
59;M
67;F
56;F
55;F
61;F
57;F
68;F
60;M
61;F
62;M
57;F
56;M
62;F
58;F
56;F
72;F
51;F
65;F
72;F
75;F
68;F
57;F
64;F
66;M
48;F
51;F
71;M
68;F
68;F
63;F
53;M
61;F
69;F
55;F
52;F
65;F
57;M
63;F
52;F
65;F
50;M
54;M
64;M
62;F
66;F
55;F
59;M
54;F
49;F
57;F
62;F
55;F
66;F
75;M
57;M
64;F
52;M
56;F
68;F
59;F
67;F
59;F
64;F
61;F
50;F
61;F
64;M
52;M
52;F
65;F
59;F
52;F
44;F
60;F
59;F
50;F
62;M
62;M
57;M
69;M
56;M
69;F
44;F
66;F
53;F
69;F
53;M
62;F
63;M
53;F
49;F
64;F
66;F
66;F
72;M
51;F
64;F
64;F
48;F
68;M
51;F
61;M
57;F
66;F
51;F
41;F
58;F
54;F
68;F
60;M
60;F
72;F
57;M
53;F
55;F
66;F
60;M
58;F
66;M
47;M
63;F
56;F
60;F
45;F
63;M
50;M
57;F
68;M
63;M
63;F
54;F
62;F
54;F
66;F
57;F
70;F
64;F
45;F
59;F
65;F
60;F
67;F
67;M
59;F
67;F
68;M
62;F
67;F
70;F
72;F
47;F
58;F
65;F
75;F
61;F
72;M
59;M
71;F
72;F
55;F
66;F
56;M
64;F
68;F
65;M
55;M
64;F
63;F
44;F
64;M
58;F
70;F
65;F
57;F
62;F
62;M
52;M
56;M
64;M
60;F
50;F
57;F
58;F
63;F
66;F
62;F
64;F
68;F
62;F
50;F
61;M
55;F
54;M
58;F
61;F
57;F
59;F
55;F
69;F
59;F
62;M
52;F
61;M
61;F
54;F
67;M
68;F
70;F
57;F
58;F
66;F
60;F
54;F
63;F
46;F
77;F
50;F
67;F
65;F
72;M
65;F
78;M
65;F
47;F
73;F
66;F
58;F
56;F
57;F
67;M
69;F
61;F
49;M
52;F
65;F
57;M
64;M
65;F
49;F
63;F
61;F
61;F
65;F
63;F
68;F
61;F
49;F
67;F
49;F
50;M
69;F
59;F
56;F
57;M
57;F
58;F
63;M
55;M
51;M
55;M
55;F
51;F
57;F
49;F
60;F
56;M
54;F
83;F
50;M
72;F
53;F
61;M
54;F
67;M
59;F
64;M
64;F
60;M
67;M
50;F
52;F
49;F
63;F
68;F
60;F
56;F
61;F
59;F
55;F
73;F
58;F
57;F
63;F
55;F
57;F
59;F
56;F
74;M
55;F
54;M
66;M
58;F
55;F
71;F
50;F
48;F
60;F
55;M
55;F
62;F
64;M
71;F
54;M
55;M
56;F
51;F
50;F
60;F
64;F
58;F
53;F
52;M
58;F
52;F
60;F
60;F
63;M
59;F
63;F
59;F
63;F
73;F
52;F
52;M
59;F
61;F
66;M
67;F
56;F
60;F
50;F
49;F
47;F
56;M
57;F
55;F
70;F
65;M
56;F
49;F
63;F
63;F
41;F
69;F
60;F
67;F
68;F
56;M
56;F
54;M
53;F
48;F
49;F
65;M
64;M
59;F
62;M
74;M
63;F
66;F
63;F
55;F
70;F
44;F
60;F
72;M
65;F
52;F
64;F
61;F
54;M
58;M
63;F
60;F
52;F
59;F
64;M
55;F
55;F
46;M
50;M
57;F
52;F
51;F
62;M
52;F
48;F
64;F
64;M
57;F
62;M
64;M
60;F
55;F
63;F
57;F
49;F
68;F
57;F
50;F
48;F
64;F
57;F
73;F
53;F
56;F
65;F
60;M
48;M
60;F
52;F
67;M
70;M
54;F
51;M
67;M
56;F
55;F
56;F
61;F
56;F
54;F
61;F
55;F
72;F
63;F
58;F
53;F
61;F
58;F
67;F
52;F
59;M
69;F
59;M
58;F
65;F
59;F
62;F
51;F
58;F
45;F
66;F
74;F
65;F
54;F
62;F
49;F
60;F
57;M
66;F
67;F
65;F
51;F
51;F
72;F
53;F
60;F
65;F
56;M
63;F
62;M
59;F
65;F
55;M
56;F
54;F
55;F
69;F
51;M
61;F
66;F
62;F
60;F
50;F
68;M
66;F
57;F
54;F
48;M
65;F
59;F
64;F
57;F
65;F
65;F
74;F
60;F
68;M
59;M
63;F
52;M
82;F
63;F
61;F
57;M
52;F
53;M
60;F
73;F
63;F
55;F
57;F
57;F
52;M
57;M
48;F
63;F
67;F
77;F
60;F
57;F
60;M
66;F
57;M
54;F
49;F
65;F
69;F
68;F
59;F
46;F
58;M
55;M
63;F
53;F
64;M
63;M
58;F
66;F
63;M
66;M
52;F
60;F
52;M
64;M
56;F
58;M
81;F
64;F
60;F
44;F
69;M
57;M
56;F
58;F
55;M
65;F
56;F
59;M
69;F
65;M
52;F
55;F
58;F
71;F
61;F
57;M
60;F
61;F
59;F
72;F
74;F
61;F
79;F
59;M
67;M
61;F
60;F
54;F
56;F
68;M
66;M
66;F
54;F
64;M
65;F
55;M
55;M
58;F
63;F
56;F
55;F
61;F
70;F
50;F
62;F
45;F
62;F
60;F
54;F
63;M
59;M
59;F
53;M
50;F
65;F
58;F
51;M
58;F
64;F
59;M
57;F
66;F
59;M
57;F
64;F
67;F
62;F
69;M
70;M
63;M
51;F
72;F
74;F
59;M
50;F
51;F
58;F
43;M
68;M
53;M
62;F
48;F
75;F
66;M
64;F
72;M
74;F
75;F
60;F
51;F
49;F
63;M
59;F
67;M
59;F
58;F
57;M
69;F
58;F
50;F
67;F
44;M
59;F
61;F
57;F
69;F
58;F
69;F
56;F
57;F
49;F
69;M
67;F
57;F
58;M
71;F
63;F
57;M
64;M
67;M
50;M
66;F
71;F
67;F
63;F
55;M
57;F
63;M
49;M
56;F
54;F
60;F
50;F
61;F
73;F
68;F
64;F
65;F
54;F
57;F
51;F
56;F
56;F
59;F
54;F
58;F
53;M
60;M
59;F
65;M
55;M
55;F
54;F
52;F
70;F
54;F
61;F
70;F
62;F
61;F
66;M
64;F
52;F
64;F
67;F
69;F
55;M
52;M
60;M
61;F
49;F
58;M
52;M
66;F
48;M
65;M
65;F
51;M
54;F
59;F
56;F
61;F
60;F
54;F
57;M
53;F
64;M
50;F
58;F
56;F
69;F
61;F
67;F
62;F
50;F
53;F
59;F
57;F
56;F
70;F
64;M
53;M
56;F
64;F
60;F
60;F
72;F
66;F
63;F
53;F
56;F
62;M
68;F
54;M
66;F
56;F
47;F
45;M
57;F
67;F
61;M
55;F
54;F
69;F
61;M
72;F
66;F
66;F
68;F
57;M
60;F
65;F
70;F
67;F
60;M
54;M
54;F
57;F
56;F
51;F
62;F
58;F
51;M
70;M
56;F
56;F
53;F
56;F
62;F
66;F
61;F
62;F
63;F
58;M
62;F
66;F
68;F
51;F
53;F
60;M
66;M
64;F
58;F
52;F
54;F
54;M
45;F
49;F
67;F
60;M
62;F
68;F
56;M
68;F
53;F
57;F
72;F
61;F
64;F
60;F
59;M
58;F
57;F
57;M
59;F
59;M
77;M
73;M
56;F
46;M
61;F
52;F
50;F
71;F
39;F
61;M
58;F
62;F
48;F
59;M
54;M
60;F
63;M
65;F
60;F
62;F
55;F
56;M
49;F
66;F
64;F
69;F
58;F
56;M
65;F
70;F
41;F
64;F
68;F
58;F
57;F
64;F
44;F
65;M
49;F
53;F
71;F
66;M
55;F
57;F
62;F
64;F
53;F
56;F
57;F
56;F
63;F
50;M
64;F
70;F
50;M
72;F
64;F
67;F
56;F
66;M
63;F
57;F
60;F
43;F
60;M
57;F
58;F
47;F
55;F
63;F
48;M
52;M
45;F
60;F
62;F
59;F
64;F
65;F
61;F
61;F
60;F
54;M
62;F
68;F
61;F
64;F
61;F
71;M
54;M
65;F
62;F
47;F
62;F
55;M
52;F
68;F
56;M
65;F
62;F
57;F
59;M
49;M
56;M
54;F
41;F
63;F
66;F
65;F
59;F
60;F
52;F
75;F
68;F
54;M
66;M
56;F
54;M
51;F
68;F
61;F
52;F
53;F
52;F
72;M
54;M
61;F
69;M
74;M
59;F
54;M
53;F
58;F
53;F
60;M
59;F
63;F
51;F
56;M
68;F
70;F
52;M
53;F
59;M
65;M
52;F
57;M
46;M
56;F
53;F
64;F
56;F
60;F
50;F
58;F
57;F
54;M
71;F
50;M
60;M
62;M
66;F
66;F
57;F
56;F
44;F
52;F
66;F
66;F
56;M
54;M
53;F
51;F
65;F
